"id" "time" "prey" "predator" "x" "y"
1 0 3.15913961666051 1.03090421687487 2.97215753957678 0.494445533720279
1 0.1 3.06606857778548 1.27499355526162 3.18948835715905 1.04472655740663
1 0.2 2.82402830056568 1.55059582380001 2.66669013795791 0.726911638565257
1 0.3 2.45951343517292 1.82874124801142 1.55222445309947 1.17309293421249
1 0.4 2.03198475912589 2.07183830481203 2.60632295881023 2.02077156375821
1 0.5 1.60914634575765 2.2483732898311 1.74478811245242 1.88991182421526
1 0.6 1.23994228878991 2.34453468935366 2.01220671218016 2.52404011241273
1 0.7 0.944574580965258 2.36476780630839 1.10342549037666 2.21699220200684
1 0.8 0.721235465917962 2.32428758458136 1.32822273588825 1.84141538067048
1 0.9 0.557724186807867 2.24100306577665 0.0595573786971087 2.069292921197
1 1 0.439814916595673 2.13075402781036 0.0787565450797758 2.05663983961401
1 1.1 0.355151767120367 2.00569564660349 -0.06904573181131 2.02831594152609
1 1.2 0.294266678734028 1.87441334451419 -0.579325673870205 2.68202256591167
1 1.3 0.250337329675463 1.74265018880345 0.2583186323364 1.34808622714556
1 1.4 0.218593288463776 1.61408373946883 0.79880282032136 1.94319404103924
1 1.5 0.195745182044909 1.49096078480022 0.87757031753986 1.31779882668032
1 1.6 0.179537034588044 1.37456412862057 0.234704021624179 2.14446084488074
1 1.7 0.168426350351149 1.26553781625898 0.516424069756256 1.4063950339381
1 1.8 0.161363252876229 1.16410984784662 0.211872939576272 1.15154889315677
1 1.9 0.157645124006272 1.07023860758773 0.912305226814289 1.31523675530702
1 2 0.156815605201281 0.983716064243889 0.201583403268196 0.904535023708291
1 2.1 0.158600717166914 0.90423304195859 0.842772777483643 0.788361505441224
1 2.2 0.162866681480593 0.831424159423525 0.757565883752844 0.300532906967706
1 2.3 0.169592880527723 0.764897986186032 0.458843404239981 0.131405720961055
1 2.4 0.178855792081287 0.704256935426072 -0.500926732774298 1.1461762309791
1 2.5 0.190820145605544 0.649110957366186 0.342508024851146 0.522941891718006
1 2.6 0.205736019415212 0.599086287950846 0.389232242537833 0.766874988221398
1 2.7 0.223940136873347 0.553831466956391 0.368988715049687 -0.0268568555637712
1 2.8 0.245860666313581 0.51302135839089 0.774999695208441 0.0683461381258804
1 2.9 0.272024915104782 0.476360028850702 0.356937909058452 -0.055022612531447
1 3 0.303069467246595 0.443583044593753 0.844724601425057 0.36731686414791
1 3.1 0.339752328478496 0.414459659614816 0.318958422902509 1.0396034659127
1 3.2 0.382966533878939 0.388795335283242 -0.567011791394613 -0.666942944752958
1 3.3 0.433754420308372 0.366435041998597 1.31826554540336 -0.185667140031933
1 3.4 0.493321314794777 0.347267873158603 0.238994590231058 0.878669056395621
1 3.5 0.563046652374982 0.331233650761534 -0.246029779794404 0.342235309260027
1 3.6 0.644489376544879 0.318332450626231 0.794109750204542 1.21368043084091
1 3.7 0.739382679001955 0.308638364479957 0.911427616616635 -0.342373802287741
1 3.8 0.84961038082838 0.302319411613826 1.51063571770274 0.370547225441695
1 3.9 0.977153065315439 0.299666410748049 0.611996583648429 0.476081947807731
1 4 1.12398575500698 0.30113495451368 0.561488373961953 0.252891019949456
1 4.1 1.29189956091405 0.307406547480204 1.29492881602176 0.294104414953784
1 4.2 1.48220627510319 0.319477574684276 1.4169256699604 1.08532136419085
1 4.3 1.69526669904175 0.338787864487324 0.962104304457342 0.53226478181096
1 4.4 1.9297621083635 0.36740301272695 3.11498386328149 0.349671922092816
1 4.5 2.18161195383487 0.408262428859319 1.61752696680861 0.674737596067541
1 4.6 2.44245580994711 0.465487693825072 2.30800945982792 0.436629389211345
1 4.7 2.6977239143585 0.544691985540365 2.42517876279754 0.88265511938927
1 4.8 2.92468547018869 0.65307496999629 2.68341040116367 1.08908243939275
1 4.9 3.09159497921204 0.798838063970964 2.86859889309616 1.63235018374991
2 0 2.87294235016075 1.15231003153689 3.91974122702025 1.27263967213827
2 0.1 2.72482294237117 1.38079373952988 2.5262066066752 1.01329098311419
2 0.2 2.46507734025146 1.6208976022209 2.86286789007084 1.93941763781168
2 0.3 2.1276844212923 1.84608829994865 2.29651759528567 1.81060560779938
2 0.4 1.76230310007266 2.02909176322194 2.31335687949055 2.25642758009875
2 0.5 1.41548267011617 2.15150629494489 1.55403536412774 2.24009525306416
2 0.6 1.11673230369076 2.20849146715065 1.28471357848397 1.26508865804355
2 0.7 0.876346957799597 2.20665021519212 1.48252212592103 2.3924804947602
2 0.8 0.691309398489678 2.15853667846047 0.544445476783143 2.50562363325358
2 0.9 0.552537766411797 2.07773951169405 1.14942349157182 1.59283570583998
2 1 0.449831911392049 1.97612631417371 0.237443220959778 1.97391075169462
2 1.1 0.374218187677986 1.86292461930131 0.452244407214682 1.82907089033966
2 1.2 0.318628885571174 1.74481336831084 0.316727555530156 1.41392771999049
2 1.3 0.277807843010237 1.62639223558575 0.749992942675948 1.40923672426272
2 1.4 0.24796418334869 1.5107013227531 0.139868472841671 1.36004251428688
2 1.5 0.226407558885098 1.39966430494249 0.696009584924161 1.25799321072038
2 1.6 0.211247548202783 1.29442696530395 0.196139928253881 1.77378155477899
2 1.7 0.201167334668331 1.19560319935553 0.914336823233933 1.62967231212329
2 1.8 0.195262134739942 1.10344873899878 -0.771437168627414 1.17511416789298
2 1.9 0.192926562025074 1.01798198605383 -0.411320622867856 0.870568914124753
2 2 0.193777652464061 0.939067544477975 -0.121797344073649 1.39478742042296
2 2.1 0.197602956094068 0.866474140078613 1.1210710480057 0.0674543719448452
2 2.2 0.204326359177565 0.799914351910613 -0.165871912122902 0.618130242469811
2 2.3 0.213986348843494 0.739072077698823 1.11208422734652 1.0050243766818
2 2.4 0.226723193749941 0.683621563129025 0.0904224600916255 0.578053471704447
2 2.5 0.242772651789958 0.633240626735151 0.61428724591442 0.476858207110526
2 2.6 0.262464583757917 0.587619950700195 0.0621658887980162 0.563425232129126
2 2.7 0.286225327431482 0.546469757577428 0.392698078558376 0.685891292076097
2 2.8 0.314582980488174 0.509524843480645 0.330532828062839 0.797831455522361
2 2.9 0.348174866679566 0.47654871011489 -0.388532209791458 0.504901212301128
2 3 0.387756448360594 0.447337406637138 1.01203993904476 0.355850080600871
2 3.1 0.434210750631762 0.421723645816162 -0.0187401232240131 0.810113384477513
2 3.2 0.488557129373154 0.399581724589221 0.495824723351745 0.176734828645114
2 3.3 0.551957390090298 0.380833961793736 0.868750720858209 0.202432211664656
2 3.4 0.625716623953352 0.365459416165638 0.953016715330868 0.251890347540901
2 3.5 0.711274507606066 0.35350598973143 1.39415833272077 0.632778977921651
2 3.6 0.810180753382527 0.345107408757097 1.18822882590705 -0.333571782351348
2 3.7 0.924045303841595 0.340507186707497 0.554727770055767 0.799520077961106
2 3.8 1.05444929509502 0.340092535337601 -0.28234332340771 0.454412628703726
2 3.9 1.20279637696544 0.344442358209015 0.782770811704246 1.16635561085762
2 4 1.37007530436554 0.354394886228708 2.11371759154484 1.66128196890021
2 4.1 1.55649586296367 0.371141556393779 1.76088135120287 -0.125342441872702
2 4.2 1.76093379703793 0.396356989696556 2.54178990757786 -0.304670513598085
2 4.3 1.98015363754403 0.432364057643761 1.73762042751184 0.712036642644777
2 4.4 2.20773836499214 0.482330689048979 1.69895572488873 1.11331977494947
2 4.5 2.43277900191295 0.550449042767057 3.04515790635649 0.893831616084979
2 4.6 2.63855697040111 0.641971990525633 1.85793729082227 0.803278013294973
2 4.7 2.80188426830597 0.762826079225616 3.46338224219248 1.28174368164779
2 4.8 2.894429434218 0.91833101454069 3.11102406412257 1.60119335947462
2 4.9 2.88781294882354 1.11053577072262 2.94623198124087 2.06377401790687
3 0 3.13506989795966 1.05978505498218 3.07879648537173 0.901555371158202
3 0.1 3.02428862699477 1.30639032839709 3.68190991097711 0.792855706455588
3 0.2 2.76819361150894 1.58096432036907 2.92344713134949 1.87366488743847
3 0.3 2.39745613046587 1.85345692824563 2.28788444830378 1.61383748364497
3 0.4 1.97273572365559 2.08699679619348 1.91218246454862 2.21701326182105
3 0.5 1.55923131866726 2.2524086185997 2.33901849176181 2.63790656038343
3 0.6 1.20176889968697 2.33841281086132 0.633797883674499 1.73858823732351
3 0.7 0.917363534905959 2.35093226170898 0.188139614175526 2.34362023862132
3 0.8 0.702780206744328 2.30546581590354 0.460063980603052 2.93765496863776
3 0.9 0.545665717337914 2.21950817085545 1.47483714354048 2.1571232184757
3 1 0.432210666021608 2.10827340925025 0.0170074147231873 1.54533792410632
3 1.1 0.350583195225513 1.98334717514086 0.41113182446685 1.5931443014641
3 1.2 0.291759879849151 1.85288580805817 0.00172779366341624 1.87396543320206
3 1.3 0.249245205359349 1.72233486287413 0.505759052350385 2.12017373007788
3 1.4 0.218494633580493 1.5951772938601 -0.100389311180007 0.835162193361062
3 1.5 0.196369994974965 1.47353691581851 0.153049305796812 1.10430666955692
3 1.6 0.180711864363802 1.3586243361965 0.60926043678716 1.56921359060411
3 1.7 0.170044953600944 1.25103805586409 -0.327642910426311 1.43849359576924
3 1.8 0.163365014313761 1.15098039179288 -0.232067682624411 1.45434048735082
3 1.9 0.16000006758096 1.05839814034388 0.935141688963881 0.838410234463032
3 2 0.159516386943032 0.973078526548914 0.360624183682447 0.828572917625832
3 2.1 0.161657780477176 0.894712239195473 0.599069250947917 0.676501223702779
3 2.2 0.16630511477334 0.822936856058137 0.19418474708009 0.132266938331772
3 2.3 0.173450895715659 0.757365626640703 -0.535219048315072 0.230883418065716
3 2.4 0.183184091985399 0.697606764140509 0.608712466337796 0.805401037841273
3 2.5 0.195682047149579 0.643276579654439 0.964790358805052 1.17255727859576
3 2.6 0.211208214194706 0.594007918905092 -0.0135618256587576 0.444987306559122
3 2.7 0.230113849300811 0.549456076671651 -0.486004891113428 0.571339957995977
3 2.8 0.252843141782729 0.50930277474674 0.554427125141146 0.420638825143033
3 2.9 0.279941182004859 0.473259054123841 0.783715386585406 0.707235995146355
3 3 0.312064245135869 0.441067655683945 0.210956929311233 0.296096824737829
3 3.1 0.349992073887521 0.4125053379569 -0.0194981692388526 0.0485971160261476
3 3.2 0.394641348772789 0.387385617567924 0.63338671225479 0.836777994580386
3 3.3 0.447079520593537 0.365562373060531 1.12656543735081 -0.471398156885148
3 3.4 0.508537709445011 0.346934868000764 0.901570781692808 0.673254325158805
3 3.5 0.580420398669617 0.33145492456257 -0.00245022017760121 0.453740337993572
3 3.6 0.664308419203932 0.319137247875886 1.44435747918064 1.11112898542715
3 3.7 0.761949817421131 0.310074312454461 0.413693753079523 0.516549349218904
3 3.8 0.8752301805171 0.3044578679191 1.2264093695335 0.455488941064495
3 3.9 1.00610945883529 0.302610082501847 1.20308622052572 0.746372362243368
3 4 1.15650554257988 0.305028756321786 1.30657267315829 1.21913893554688
3 4.1 1.32809487897155 0.312453040504924 0.584098383582547 -0.0376182363153625
3 4.2 1.52198630909584 0.32595874240214 1.73049410254061 0.991835508549743
3 4.3 1.73820578860678 0.347095225113117 2.30903258767572 -0.439443916344687
3 4.4 1.97490930455934 0.37807752002684 2.23218634769132 0.944932840949175
3 4.5 2.22723009926084 0.4220426648073 2.27649171124754 0.192934315332152
3 4.6 2.48569629361474 0.483355863499426 2.82175726086318 0.439694176156475
3 4.7 2.73429439444042 0.567886146809795 2.7242234507735 -0.0303732447343102
3 4.8 2.94869989340351 0.68298794538819 2.91790573849361 0.987504944638109
3 4.9 3.09598188654502 0.836666208049486 3.85501216727868 1.08744892084013
4 0 3.08911614877359 0.840205225780415 3.80810851850979 1.69380032623878
4 0.1 3.12918641504815 1.03855341580925 3.25466424716113 1.13806955138241
4 0.2 3.03295465281583 1.28037974765278 2.98875414013286 1.77357778649711
4 0.3 2.79155720479664 1.55199219618923 2.6670195493103 1.30884015982516
4 0.4 2.43181373522762 1.82482951407524 2.24581455373166 2.3217710793044
4 0.5 2.01180160943899 2.06243027014606 1.88080200255337 1.10681426467306
4 0.6 1.5969170417396 2.23454817841748 1.5571895672793 2.16261885818218
4 0.7 1.23429181292076 2.32807387406882 1.28670715256594 2.7229786715938
4 0.8 0.943477681274292 2.3474142644321 0.504569450735428 2.21087519160997
4 0.9 0.722886044212089 2.30732583029464 0.734852090241116 1.88453744718349
4 1 0.56083939017327 2.22519861168912 1.05292712519878 1.98341120544864
4 1.1 0.443604418363539 2.11646904239961 0.406135463028506 1.88259313728842
4 1.2 0.359177606882436 1.9930332324734 0.317694948349933 2.12067199496754
4 1.3 0.298309051276189 1.86333358586294 1.15727385058046 1.82680472518756
4 1.4 0.254300819399125 1.73304364603283 -0.273700146070542 1.90214356056628
4 1.5 0.222450850409823 1.60581384999796 0.330916161277224 1.16693904572127
4 1.6 0.199504834687504 1.48388665770433 0.353112347848323 1.516992260972
4 1.7 0.183224872472846 1.3685511352625 -0.267432411188133 1.76650918978578
4 1.8 0.172075578317581 1.26046459458519 -0.310249799253131 1.59144054932746
4 1.9 0.165012658554099 1.15986616964601 0.389041234548796 1.20955585328451
4 2 0.161335219397142 1.06672812943608 0.122896289282523 0.786497050715106
4 2.1 0.160588340831454 0.980855018846648 -0.570552076498468 1.49257656737031
4 2.2 0.162499769445111 0.901948746341435 0.330898920766641 0.288025027039296
4 2.3 0.166938092432392 0.829654062715889 0.613631125143584 0.765403029995504
4 2.4 0.173885828218461 0.763588479380738 0.445382786527711 1.09131684471845
4 2.5 0.183423506437849 0.703362465031971 0.466424079345797 1.50088947955526
